================================================================================
DESGLOSE DE JRV Y CARGA ELECTORAL POR DEPARTAMENTO
Elecciones Generales 2025 - Honduras
================================================================================


--------------------------------------------------------------------------------
DEPARTAMENTO: ATLANTIDA (Código: 1)
--------------------------------------------------------------------------------
Total de JRV: 939
Total de Casillas Legislativas (Diputados): 8
Carga Electoral Total: 296,287

JRV por Municipio y Centro de Votación:

  Municipio: LA CEIBA (Código: 1)
    Centro de Votación: CEB CLAUDIO BARRERA
      JRV   183 | Carga Electoral:   346 | Área: URBANA | Sector: COL. SAN JUDAS TADEO
      JRV 16262 | Carga Electoral:   343 | Área: RURAL | Sector: FROYLAN TURCIOS
      JRV 16263 | Carga Electoral:   343 | Área: RURAL | Sector: FROYLAN TURCIOS
      JRV 16264 | Carga Electoral:   343 | Área: RURAL | Sector: FROYLAN TURCIOS
      JRV 16265 | Carga Electoral:   342 | Área: RURAL | Sector: FROYLAN TURCIOS
      JRV 16266 | Carga Electoral:   342 | Área: RURAL | Sector: FROYLAN TURCIOS
      JRV 16267 | Carga Electoral:   342 | Área: RURAL | Sector: FROYLAN TURCIOS
      JRV 16268 | Carga Electoral:   342 | Área: RURAL | Sector: FROYLAN TURCIOS
      JRV 16269 | Carga Electoral:   342 | Área: RURAL | Sector: FROYLAN TURCIOS
      JRV 16270 | Carga Electoral:   342 | Área: RURAL | Sector: FROYLAN TURCIOS
      JRV 16271 | Carga Electoral:   342 | Área: RURAL | Sector: FROYLAN TURCIOS
      JRV 16272 | Carga Electoral:   342 | Área: RURAL | Sector: FROYLAN TURCIOS
      JRV 16273 | Carga Electoral:   342 | Área: RURAL | Sector: FROYLAN TURCIOS
      JRV 16274 | Carga Electoral:   342 | Área: RURAL | Sector: FROYLAN TURCIOS
      JRV 16275 | Carga Electoral:   342 | Área: RURAL | Sector: FROYLAN TURCIOS
      JRV 16276 | Carga Electoral:   342 | Área: RURAL | Sector: FROYLAN TURCIOS
      JRV 16277 | Carga Electoral:   342 | Área: RURAL | Sector: FROYLAN TURCIOS
      JRV 16278 | Carga Electoral:   342 | Área: RURAL | Sector: FROYLAN TURCIOS

    Centro de Votación: ESC. REPUBLICA DE HONDURAS
      JRV 16308 | Carga Electoral:   302 | Área: RURAL | Sector: LAS VEGAS DE TEPEMECHIN

    Centro de Votación: ESC. RURAL MIXTA DIONISIO DE HERRERA
      JRV 16239 | Carga Electoral:   316 | Área: RURAL | Sector: GUINEO ARRIBA
      JRV 16240 | Carga Electoral:   316 | Área: RURAL | Sector: GUINEO ARRIBA
      JRV 16241 | Carga Electoral:   315 | Área: RURAL | Sector: GUINEO ARRIBA

    Centro de Votación: ESC. RURAL MIXTA JUAN MIGUEL HERNANDEZ
      JRV 16307 | Carga Electoral:   303 | Área: RURAL | Sector: LAS MANGAS



--------------------------------------------------------------------------------
DEPARTAMENTO: SANTA BARBARA (Código: 16)
--------------------------------------------------------------------------------
Total de JRV: 1096
Total de Casillas Legislativas (Diputados): 9
Carga Electoral Total: 326,571

JRV por Municipio y Centro de Votación:

  Municipio: SANTA BARBARA (Código: 1)
    Centro de Votación: CEB ING. LUIS BOGRAN
      JRV 16400 | Carga Electoral:   215 | Área: RURAL | Sector: RIO SECO
      JRV 16401 | Carga Electoral:   214 | Área: RURAL | Sector: RIO SECO

    Centro de Votación: CEB ING. LUIS BOGRAN MOREJON
      JRV 16365 | Carga Electoral:   353 | Área: RURAL | Sector: GUALJOCO
      JRV 16366 | Carga Electoral:   353 | Área: RURAL | Sector: GUALJOCO
      JRV 16367 | Carga Electoral:   353 | Área: RURAL | Sector: GUALJOCO
      JRV 16368 | Carga Electoral:   353 | Área: RURAL | Sector: GUALJOCO
      JRV 16369 | Carga Electoral:   353 | Área: RURAL | Sector: GUALJOCO
      JRV 16370 | Carga Electoral:   353 | Área: RURAL | Sector: GUALJOCO

    Centro de Votación: CEB JOSE CECILIO DEL VALLE
      JRV 16383 | Carga Electoral:   353 | Área: RURAL | Sector: LOS LAURELES
      JRV 16384 | Carga Electoral:   353 | Área: RURAL | Sector: LOS LAURELES
      JRV 16385 | Carga Electoral:   352 | Área: RURAL | Sector: LOS LAURELES

    Centro de Votación: CEB. DOMINGO SAGASTUME
      JRV 16389 | Carga Electoral:   282 | Área: RURAL | Sector: SAN LUIS DE PLANES
      JRV 16390 | Carga Electoral:   282 | Área: RURAL | Sector: SAN LUIS DE PLANES
      JRV 16391 | Carga Electoral:   282 | Área: RURAL | Sector: SAN LUIS DE PLANES
      JRV 16392 | Carga Electoral:   281 | Área: RURAL | Sector: SAN LUIS DE PLANES

    Centro de Votación: CEB. JOSE CECILIO DEL VALLE
      JRV 16386 | Carga Electoral:   306 | Área: RURAL | Sector: MACHOLOA
      JRV 16387 | Carga Electoral:   305 | Área: RURAL | Sector: MACHOLOA
      JRV 16388 | Carga Electoral:   305 | Área: RURAL | Sector: MACHOLOA

    Centro de Votación: CEB. JOSE TRINIDAD CABAÑAS
      JRV 16374 | Carga Electoral:   357 | Área: RURAL | Sector: LA CUESTA
      JRV 16375 | Carga Electoral:   356 | Área: RURAL | Sector: LA CUESTA

    Centro de Votación: CEB. MARCO AURELIO SOTO
      JRV 16398 | Carga Electoral:   276 | Área: RURAL | Sector: EL ZAPOTE
      JRV 16399 | Carga Electoral:   275 | Área: RURAL | Sector: EL ZAPOTE

    Centro de Votación: ESC. ABOG. EFRAIN F. BU GIRON
      JRV 16403 | Carga Electoral:   223 | Área: RURAL | Sector: SAN JERONIMO DEL PINAL
      JRV 16404 | Carga Electoral:   222 | Área: RURAL | Sector: SAN JERONIMO DEL PINAL

    Centro de Votación: ESC. AGUSTINUS VIDAURRETA
      JRV 16349 | Carga Electoral:   313 | Área: URBANA | Sector: BO. EL CENTRO
      JRV 16350 | Carga Electoral:   312 | Área: URBANA | Sector: BO. EL CENTRO
      JRV 16351 | Carga Electoral:   312 | Área: URBANA | Sector: BO. EL CENTRO
      JRV 16352 | Carga Electoral:   312 | Área: URBANA | Sector: BO. EL CENTRO

    Centro de Votación: ESC. CLEOFAS C. CABALLERO
      JRV 16405 | Carga Electoral:   322 | Área: RURAL | Sector: VALLE DE TENCOA

    Centro de Votación: ESC. DIONISIO DE HERRERA
      JRV 16396 | Carga Electoral:   248 | Área: RURAL | Sector: LOS ANISES
      JRV 16407 | Carga Electoral:   194 | Área: RURAL | Sector: EL SALITRE

    Centro de Votación: ESC. DR HECTOR MUÑOZ
      JRV 16336 | Carga Electoral:   312 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV 16337 | Carga Electoral:   311 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV 16338 | Carga Electoral:   311 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV 16339 | Carga Electoral:   311 | Área: URBANA | Sector: BO. LA LIBERTAD

    Centro de Votación: ESC. DR. JESUS AGUILAR PAZ
      JRV 16346 | Carga Electoral:   279 | Área: URBANA | Sector: EL RODEO
      JRV 16347 | Carga Electoral:   279 | Área: URBANA | Sector: EL RODEO
      JRV 16348 | Carga Electoral:   279 | Área: URBANA | Sector: EL RODEO

    Centro de Votación: ESC. EL TRABAJO
      JRV 16410 | Carga Electoral:   234 | Área: RURAL | Sector: INGUAYA

    Centro de Votación: ESC. EULOGIO ENAMORADO
      JRV 16371 | Carga Electoral:   353 | Área: RURAL | Sector: LA CEIBITA
      JRV 16372 | Carga Electoral:   352 | Área: RURAL | Sector: LA CEIBITA
      JRV 16373 | Carga Electoral:   352 | Área: RURAL | Sector: LA CEIBITA

    Centro de Votación: ESC. FRANCISCO MORAZAN
      JRV 16320 | Carga Electoral:   340 | Área: URBANA | Sector: BO. LA CAÑADA
      JRV 16321 | Carga Electoral:   340 | Área: URBANA | Sector: BO. LA CAÑADA
      JRV 16322 | Carga Electoral:   340 | Área: URBANA | Sector: BO. LA CAÑADA
      JRV 16323 | Carga Electoral:   340 | Área: URBANA | Sector: BO. LA CAÑADA
      JRV 16324 | Carga Electoral:   340 | Área: URBANA | Sector: BO. LA CAÑADA
      JRV 16325 | Carga Electoral:   340 | Área: URBANA | Sector: BO. LA CAÑADA
      JRV 16326 | Carga Electoral:   340 | Área: URBANA | Sector: BO. LA CAÑADA
      JRV 16327 | Carga Electoral:   340 | Área: URBANA | Sector: BO. LA CAÑADA
      JRV 16328 | Carga Electoral:   340 | Área: URBANA | Sector: BO. LA CAÑADA
      JRV 16329 | Carga Electoral:   340 | Área: URBANA | Sector: BO. LA CAÑADA
      JRV 16330 | Carga Electoral:   339 | Área: URBANA | Sector: BO. LA CAÑADA
      JRV 16331 | Carga Electoral:   339 | Área: URBANA | Sector: BO. LA CAÑADA
      JRV 16332 | Carga Electoral:   339 | Área: URBANA | Sector: BO. LA CAÑADA
      JRV 16358 | Carga Electoral:   320 | Área: URBANA | Sector: BO. EL JILOTE
      JRV 16359 | Carga Electoral:   319 | Área: URBANA | Sector: BO. EL JILOTE
      JRV 16360 | Carga Electoral:   319 | Área: URBANA | Sector: BO. EL JILOTE
      JRV 16361 | Carga Electoral:   319 | Área: URBANA | Sector: BO. EL JILOTE
      JRV 16402 | Carga Electoral:   238 | Área: RURAL | Sector: EL AGUACATAL

    Centro de Votación: ESC. JOSE CECILIO DEL VALLE
      JRV 16397 | Carga Electoral:   254 | Área: RURAL | Sector: AGUA BLANQUITA
      JRV 16408 | Carga Electoral:   354 | Área: RURAL | Sector: LA MONTAÑITA EL REGADIO
      JRV 16416 | Carga Electoral:   170 | Área: RURAL | Sector: EL SAUCE

    Centro de Votación: ESC. JOSE TRINIDAD REYES
      JRV 16393 | Carga Electoral:   276 | Área: RURAL | Sector: SANTA RITA DE ORIENTE
      JRV 16394 | Carga Electoral:   276 | Área: RURAL | Sector: SANTA RITA DE ORIENTE
      JRV 16395 | Carga Electoral:   275 | Área: RURAL | Sector: SANTA RITA DE ORIENTE

    Centro de Votación: ESC. JUAN LINDO
      JRV 16364 | Carga Electoral:   289 | Área: RURAL | Sector: EL DIEZ Y OCHO O MIRAFLORES
      JRV 16376 | Carga Electoral:   268 | Área: RURAL | Sector: LA UNION DEL DORADO
      JRV 16377 | Carga Electoral:   267 | Área: RURAL | Sector: LA UNION DEL DORADO
      JRV 16378 | Carga Electoral:   267 | Área: RURAL | Sector: LA UNION DEL DORADO
      JRV 16409 | Carga Electoral:   325 | Área: RURAL | Sector: SAN GASPAR DE TABLONES

    Centro de Votación: ESC. LA FRATERNIDAD
      JRV 16379 | Carga Electoral:   346 | Área: RURAL | Sector: LAS CRUCITAS
      JRV 16380 | Carga Electoral:   345 | Área: RURAL | Sector: LAS CRUCITAS

    Centro de Votación: ESC. LEOVIGILDO PINEDA CARDONA
      JRV 16414 | Carga Electoral:   130 | Área: RURAL | Sector: CERRO EL TORO

    Centro de Votación: ESC. MANUEL DE JESUS SUBIRANA
      JRV 16311 | Carga Electoral:   365 | Área: URBANA | Sector: BO. EL CONEJO
      JRV 16312 | Carga Electoral:   365 | Área: URBANA | Sector: BO. EL CONEJO
      JRV 16313 | Carga Electoral:   365 | Área: URBANA | Sector: BO. EL CONEJO
      JRV 16314 | Carga Electoral:   365 | Área: URBANA | Sector: BO. EL CONEJO
      JRV 16315 | Carga Electoral:   365 | Área: URBANA | Sector: BO. EL CONEJO
      JRV 16316 | Carga Electoral:   365 | Área: URBANA | Sector: BO. EL CONEJO

    Centro de Votación: ESC. MARCOS GARCIA O GUIA TEC. 2
      JRV 16342 | Carga Electoral:   290 | Área: URBANA | Sector: BO. EL FAROLITO
      JRV 16343 | Carga Electoral:   289 | Área: URBANA | Sector: BO. EL FAROLITO
      JRV 16344 | Carga Electoral:   289 | Área: URBANA | Sector: BO. EL FAROLITO
      JRV 16345 | Carga Electoral:   289 | Área: URBANA | Sector: BO. EL FAROLITO

    Centro de Votación: ESC. MELIDA CONCEPCION BU GIRON
      JRV 16340 | Carga Electoral:   310 | Área: URBANA | Sector: BO. EL CALVARIO
      JRV 16341 | Carga Electoral:   310 | Área: URBANA | Sector: BO. EL CALVARIO

    Centro de Votación: ESC. PERFECTO H. BOBADILLA
      JRV 16381 | Carga Electoral:   206 | Área: RURAL | Sector: LOS BANCOS
      JRV 16382 | Carga Electoral:   205 | Área: RURAL | Sector: LOS BANCOS

    Centro de Votación: ESC. REPUBLICA DE EL SALVADOR
      JRV 16406 | Carga Electoral:   343 | Área: RURAL | Sector: LOS PLANCITOS DE SUYAPA

    Centro de Votación: ESC. RURAL MIXTA JUAN LINDO
      JRV 16413 | Carga Electoral:   170 | Área: RURAL | Sector: LOS CERRITOS

    Centro de Votación: ESC. RURAL MIXTA PROF. CLEOFAS C. CABALLEROS
      JRV 16415 | Carga Electoral:   260 | Área: RURAL | Sector: LAS QUEBRADAS

    Centro de Votación: ESC. SANTOS GUARDIOLA
      JRV 16362 | Carga Electoral:   187 | Área: URBANA | Sector: LA ESTANCIA
      JRV 16363 | Carga Electoral:   187 | Área: URBANA | Sector: LA ESTANCIA

    Centro de Votación: ESC. SUYAPA
      JRV 16411 | Carga Electoral:   214 | Área: RURAL | Sector: COL. SUYAPA
      JRV 16412 | Carga Electoral:   213 | Área: RURAL | Sector: COL. SUYAPA

    Centro de Votación: INST. TECNICO SANTA BARBARA
      JRV 16355 | Carga Electoral:   363 | Área: URBANA | Sector: BO. ABAJO
      JRV 16356 | Carga Electoral:   363 | Área: URBANA | Sector: BO. ABAJO
      JRV 16357 | Carga Electoral:   362 | Área: URBANA | Sector: BO. ABAJO

    Centro de Votación: JARDIN DE NIÑOS EDGARDO SABILLON
      JRV 16333 | Carga Electoral:   352 | Área: URBANA | Sector: COL. LOS NARANJOS
      JRV 16334 | Carga Electoral:   352 | Área: URBANA | Sector: COL. LOS NARANJOS
      JRV 16335 | Carga Electoral:   352 | Área: URBANA | Sector: COL. LOS NARANJOS

    Centro de Votación: JARDIN DE NIÑOS GABRIELA MISTRAL
      JRV 16353 | Carga Electoral:   349 | Área: URBANA | Sector: COL. ALFONSO XIII
      JRV 16354 | Carga Electoral:   349 | Área: URBANA | Sector: COL. ALFONSO XIII

    Centro de Votación: JARDIN DE NIÑOS LUIS LANDA
      JRV 16317 | Carga Electoral:   356 | Área: URBANA | Sector: BO. EL CHAPARRAL
      JRV 16318 | Carga Electoral:   355 | Área: URBANA | Sector: BO. EL CHAPARRAL
      JRV 16319 | Carga Electoral:   355 | Área: URBANA | Sector: BO. EL CHAPARRAL


  Municipio: ARADA (Código: 2)
    Centro de Votación: CEB FRANCISCO MORAZÁN
      JRV 16434 | Carga Electoral:   237 | Área: RURAL | Sector: EL OCOTILLO
      JRV 16435 | Carga Electoral:   236 | Área: RURAL | Sector: EL OCOTILLO

    Centro de Votación: CEB JUAN LINDO
      JRV 16430 | Carga Electoral:   267 | Área: RURAL | Sector: CAULOTALES
      JRV 16431 | Carga Electoral:   267 | Área: RURAL | Sector: CAULOTALES

    Centro de Votación: CEB.  RAMON ROSA
      JRV 16432 | Carga Electoral:   367 | Área: RURAL | Sector: EL OCOTAL
      JRV 16433 | Carga Electoral:   367 | Área: RURAL | Sector: EL OCOTAL

    Centro de Votación: ESC. DR. MIGUEL PAZ BARAHONA 
      JRV 16417 | Carga Electoral:   344 | Área: RURAL | Sector: ARADA
      JRV 16418 | Carga Electoral:   344 | Área: RURAL | Sector: ARADA
      JRV 16419 | Carga Electoral:   344 | Área: RURAL | Sector: ARADA
      JRV 16420 | Carga Electoral:   344 | Área: RURAL | Sector: ARADA
      JRV 16421 | Carga Electoral:   344 | Área: RURAL | Sector: ARADA
      JRV 16422 | Carga Electoral:   344 | Área: RURAL | Sector: ARADA
      JRV 16423 | Carga Electoral:   344 | Área: RURAL | Sector: ARADA
      JRV 16424 | Carga Electoral:   344 | Área: RURAL | Sector: ARADA
      JRV 16425 | Carga Electoral:   343 | Área: RURAL | Sector: ARADA
      JRV 16426 | Carga Electoral:   343 | Área: RURAL | Sector: ARADA
      JRV 16427 | Carga Electoral:   343 | Área: RURAL | Sector: ARADA

    Centro de Votación: ESC. ESTEBAN GUARDIOLA
      JRV 16436 | Carga Electoral:   353 | Área: RURAL | Sector: EL PALMO
      JRV 16437 | Carga Electoral:   353 | Área: RURAL | Sector: EL PALMO

    Centro de Votación: ESC. FRANCISCO MORAZAN
      JRV 16446 | Carga Electoral:   197 | Área: RURAL | Sector: EL TULAR

    Centro de Votación: ESC. JOSE TRINIDAD REYES
      JRV 16439 | Carga Electoral:   259 | Área: RURAL | Sector: SORCA
      JRV 16440 | Carga Electoral:   258 | Área: RURAL | Sector: SORCA

    Centro de Votación: ESC. JOSE VIRGILIO ENAMORADO
      JRV 16443 | Carga Electoral:   208 | Área: RURAL | Sector: LAS MARIAS
      JRV 16444 | Carga Electoral:   208 | Área: RURAL | Sector: LAS MARIAS

    Centro de Votación: ESC. JUAN LINDO
      JRV 16445 | Carga Electoral:   305 | Área: RURAL | Sector: JIMILILE

    Centro de Votación: ESC. LEMPIRA
      JRV 16428 | Carga Electoral:   241 | Área: RURAL | Sector: CANDELARIA ARRIBA
      JRV 16429 | Carga Electoral:   241 | Área: RURAL | Sector: CANDELARIA ARRIBA

    Centro de Votación: ESC. LUIS BOGRAN
      JRV 16438 | Carga Electoral:   370 | Área: RURAL | Sector: LAS BRISAS DE ORO

    Centro de Votación: ESC. SALOMON ESCOTO BAYDE
      JRV 16441 | Carga Electoral:   186 | Área: RURAL | Sector: LA CUCHILLA
      JRV 16442 | Carga Electoral:   185 | Área: RURAL | Sector: LA CUCHILLA


  Municipio: ATIMA (Código: 3)
    Centro de Votación: C.E.B. MANUEL BONILLA
      JRV 16455 | Carga Electoral:   312 | Área: RURAL | Sector: BERLIN
      JRV 16456 | Carga Electoral:   311 | Área: RURAL | Sector: BERLIN
      JRV 16457 | Carga Electoral:   311 | Área: RURAL | Sector: BERLIN
      JRV 16458 | Carga Electoral:   311 | Área: RURAL | Sector: BERLIN

    Centro de Votación: CEB 3 DE OCTUBRE
      JRV 16473 | Carga Electoral:   227 | Área: RURAL | Sector: LA CAÑADA
      JRV 16474 | Carga Electoral:   226 | Área: RURAL | Sector: LA CAÑADA

    Centro de Votación: CEB FRANCISCO MORAZÁN 
      JRV 16447 | Carga Electoral:   333 | Área: RURAL | Sector: ATIMA
      JRV 16448 | Carga Electoral:   332 | Área: RURAL | Sector: ATIMA
      JRV 16449 | Carga Electoral:   332 | Área: RURAL | Sector: ATIMA
      JRV 16450 | Carga Electoral:   332 | Área: RURAL | Sector: ATIMA
      JRV 16451 | Carga Electoral:   332 | Área: RURAL | Sector: ATIMA
      JRV 16452 | Carga Electoral:   332 | Área: RURAL | Sector: ATIMA
      JRV 16453 | Carga Electoral:   332 | Área: RURAL | Sector: ATIMA
      JRV 16454 | Carga Electoral:   332 | Área: RURAL | Sector: ATIMA
      JRV 16465 | Carga Electoral:   254 | Área: RURAL | Sector: SAN PEDRITO
      JRV 16466 | Carga Electoral:   254 | Área: RURAL | Sector: SAN PEDRITO
      JRV 16467 | Carga Electoral:   254 | Área: RURAL | Sector: SAN PEDRITO
      JRV 16469 | Carga Electoral:   358 | Área: RURAL | Sector: LEMPA
      JRV 16470 | Carga Electoral:   358 | Área: RURAL | Sector: LEMPA

    Centro de Votación: CEB JOSÉ TRINIDAD CABAÑAS
      JRV 16468 | Carga Electoral:   339 | Área: RURAL | Sector: LAGUNITAS

    Centro de Votación: CEB LEMPIRA
      JRV 16471 | Carga Electoral:   268 | Área: RURAL | Sector: EL LEMANAL
      JRV 16472 | Carga Electoral:   268 | Área: RURAL | Sector: EL LEMANAL

    Centro de Votación: CEB LUIS LANDA
      JRV 16459 | Carga Electoral:   344 | Área: RURAL | Sector: LA CEIBITA
      JRV 16460 | Carga Electoral:   344 | Área: RURAL | Sector: LA CEIBITA

    Centro de Votación: CEB MIGUEL PAZ BARAHONA
      JRV 16487 | Carga Electoral:   232 | Área: RURAL | Sector: TALANGA
      JRV 16488 | Carga Electoral:   232 | Área: RURAL | Sector: TALANGA

    Centro de Votación: CEB PAULA ALBA
      JRV 16485 | Carga Electoral:   278 | Área: RURAL | Sector: SAN ANTONIO DE LA CAÑADA

    Centro de Votación: CEB. DIONISIO DE HERRERA
      JRV 16461 | Carga Electoral:   299 | Área: RURAL | Sector: NUEVA VICTORIA
      JRV 16462 | Carga Electoral:   298 | Área: RURAL | Sector: NUEVA VICTORIA
      JRV 16463 | Carga Electoral:   298 | Área: RURAL | Sector: NUEVA VICTORIA
      JRV 16464 | Carga Electoral:   298 | Área: RURAL | Sector: NUEVA VICTORIA

    Centro de Votación: CEB. LUIS BOGRAN
      JRV 16486 | Carga Electoral:   317 | Área: RURAL | Sector: EL CAÑALITO

    Centro de Votación: CEB. RAMON VILLEDA MORALES
      JRV 16482 | Carga Electoral:   292 | Área: RURAL | Sector: BO. SUYAPA

    Centro de Votación: ESC. EL TRIUNFO
      JRV 16478 | Carga Electoral:   168 | Área: RURAL | Sector: EL BENQUE

    Centro de Votación: ESC. JOSE VIRGILIO ENAMORADO
      JRV 16475 | Carga Electoral:   327 | Área: RURAL | Sector: EL NARANJO

    Centro de Votación: ESC. JUAN RAMON MOLINA
      JRV 16484 | Carga Electoral:   305 | Área: RURAL | Sector: SAN JOSE DE BUENA VISTA

    Centro de Votación: ESC. PRESENTACION CENTENO
      JRV 16480 | Carga Electoral:   249 | Área: RURAL | Sector: SAN RAFAEL
      JRV 16481 | Carga Electoral:   248 | Área: RURAL | Sector: SAN RAFAEL

    Centro de Votación: ESC. PRIMERO DE ENERO
      JRV 16476 | Carga Electoral:   190 | Área: RURAL | Sector: LAS DELICIAS
      JRV 16477 | Carga Electoral:   189 | Área: RURAL | Sector: LAS DELICIAS

    Centro de Votación: ESC. RAMON ROSA
      JRV 16489 | Carga Electoral:   243 | Área: RURAL | Sector: LAS JUNTAS DE QUEBRADAS

    Centro de Votación: ESC. RUBEN A. CASTELLANOS
      JRV 16479 | Carga Electoral:   170 | Área: RURAL | Sector: LA LIMA

    Centro de Votación: ESC. WENCESLAO REYES
      JRV 16483 | Carga Electoral:   301 | Área: RURAL | Sector: RIO FRIO


  Municipio: AZACUALPA (Código: 4)
    Centro de Votación: CEB FRANCISCO MORAZÁN 
      JRV 16526 | Carga Electoral:   342 | Área: RURAL | Sector: LOMA ALTA
      JRV 16527 | Carga Electoral:   342 | Área: RURAL | Sector: LOMA ALTA
      JRV 16528 | Carga Electoral:   341 | Área: RURAL | Sector: LOMA ALTA

    Centro de Votación: CEB JOSÉ TRINIDAD CABAÑAS
      JRV 16518 | Carga Electoral:   293 | Área: RURAL | Sector: JOCONAL
      JRV 16519 | Carga Electoral:   293 | Área: RURAL | Sector: JOCONAL
      JRV 16520 | Carga Electoral:   293 | Área: RURAL | Sector: JOCONAL
      JRV 16521 | Carga Electoral:   292 | Área: RURAL | Sector: JOCONAL
      JRV 16522 | Carga Electoral:   301 | Área: RURAL | Sector: LAGUNA VERDE
      JRV 16523 | Carga Electoral:   301 | Área: RURAL | Sector: LAGUNA VERDE
      JRV 16524 | Carga Electoral:   300 | Área: RURAL | Sector: LAGUNA VERDE
      JRV 16525 | Carga Electoral:   300 | Área: RURAL | Sector: LAGUNA VERDE

    Centro de Votación: CEB POLICARPO BONILLA
      JRV 16516 | Carga Electoral:   347 | Área: RURAL | Sector: EL NARANJO

    Centro de Votación: ESC. CARLOS VILLALVIR
      JRV 16539 | Carga Electoral:   205 | Área: RURAL | Sector: LA PUERTA

    Centro de Votación: ESC. CRISTOBAL COLON
      JRV 16510 | Carga Electoral:   368 | Área: RURAL | Sector: AGUALOTE
      JRV 16511 | Carga Electoral:   368 | Área: RURAL | Sector: AGUALOTE
      JRV 16512 | Carga Electoral:   368 | Área: RURAL | Sector: AGUALOTE
      JRV 16513 | Carga Electoral:   368 | Área: RURAL | Sector: AGUALOTE
      JRV 16514 | Carga Electoral:   367 | Área: RURAL | Sector: AGUALOTE
      JRV 16515 | Carga Electoral:   367 | Área: RURAL | Sector: AGUALOTE

    Centro de Votación: ESC. DIONISIO DE HERRERA
      JRV 16535 | Carga Electoral:    71 | Área: RURAL | Sector: EL AGUACATE

    Centro de Votación: ESC. DR. JUAN LINDO
      JRV 16534 | Carga Electoral:   160 | Área: RURAL | Sector: BUENOS AIRES

    Centro de Votación: ESC. EL PROGRESO
      JRV 16537 | Carga Electoral:   154 | Área: RURAL | Sector: LA GUAMA

    Centro de Votación: ESC. NICOLAS VALLECILLO
      JRV 16533 | Carga Electoral:   108 | Área: RURAL | Sector: SAN ANTONIO

    Centro de Votación: ESC. PATRIA
      JRV 16538 | Carga Electoral:   214 | Área: RURAL | Sector: CERRO GRANDE

    Centro de Votación: ESC. PINARES
      JRV 16517 | Carga Electoral:   311 | Área: RURAL | Sector: EL PINABETE

    Centro de Votación: ESC. REPUBLICA DE HUNGRIA
      JRV 16529 | Carga Electoral:   150 | Área: RURAL | Sector: LAS FLORES

    Centro de Votación: ESC. REPUBLICA DE INDONESIA
      JRV 16536 | Carga Electoral:   162 | Área: RURAL | Sector: LA ESPERANZA

    Centro de Votación: ESC. RUTILIA DEL CARMEN PEÑA
      JRV 16530 | Carga Electoral:   302 | Área: RURAL | Sector: TEOCINTALES
      JRV 16531 | Carga Electoral:   302 | Área: RURAL | Sector: TEOCINTALES
      JRV 16532 | Carga Electoral:   301 | Área: RURAL | Sector: TEOCINTALES

    Centro de Votación: ESC. URBANA MIXTA LEMPIRA
      JRV 16490 | Carga Electoral:   355 | Área: RURAL | Sector: AZACUALPA
      JRV 16491 | Carga Electoral:   355 | Área: RURAL | Sector: AZACUALPA
      JRV 16492 | Carga Electoral:   355 | Área: RURAL | Sector: AZACUALPA
      JRV 16493 | Carga Electoral:   355 | Área: RURAL | Sector: AZACUALPA
      JRV 16494 | Carga Electoral:   355 | Área: RURAL | Sector: AZACUALPA
      JRV 16495 | Carga Electoral:   355 | Área: RURAL | Sector: AZACUALPA
      JRV 16496 | Carga Electoral:   355 | Área: RURAL | Sector: AZACUALPA
      JRV 16497 | Carga Electoral:   355 | Área: RURAL | Sector: AZACUALPA
      JRV 16498 | Carga Electoral:   355 | Área: RURAL | Sector: AZACUALPA
      JRV 16499 | Carga Electoral:   355 | Área: RURAL | Sector: AZACUALPA
      JRV 16500 | Carga Electoral:   355 | Área: RURAL | Sector: AZACUALPA
      JRV 16501 | Carga Electoral:   355 | Área: RURAL | Sector: AZACUALPA
      JRV 16502 | Carga Electoral:   355 | Área: RURAL | Sector: AZACUALPA
      JRV 16503 | Carga Electoral:   355 | Área: RURAL | Sector: AZACUALPA
      JRV 16504 | Carga Electoral:   355 | Área: RURAL | Sector: AZACUALPA
      JRV 16505 | Carga Electoral:   354 | Área: RURAL | Sector: AZACUALPA
      JRV 16506 | Carga Electoral:   354 | Área: RURAL | Sector: AZACUALPA
      JRV 16507 | Carga Electoral:   354 | Área: RURAL | Sector: AZACUALPA
      JRV 16508 | Carga Electoral:   354 | Área: RURAL | Sector: AZACUALPA
      JRV 16509 | Carga Electoral:   354 | Área: RURAL | Sector: AZACUALPA


  Municipio: CEGUACA (Código: 5)
    Centro de Votación: CEB FRANCISCO MORAZAN
      JRV 16540 | Carga Electoral:   352 | Área: RURAL | Sector: CEGUACA
      JRV 16541 | Carga Electoral:   352 | Área: RURAL | Sector: CEGUACA
      JRV 16542 | Carga Electoral:   352 | Área: RURAL | Sector: CEGUACA
      JRV 16543 | Carga Electoral:   351 | Área: RURAL | Sector: CEGUACA

    Centro de Votación: ESC. DOMINGO SAGASTUME
      JRV 16546 | Carga Electoral:   266 | Área: RURAL | Sector: SAN JUAN
